conta;ccusto;data;valor;chave;chave2
FRETE RODOVIARIO;PM FOR;09/05/2019;4000;FRETERODOVIARIOPMFOR52019JOSE4000;FRETERODOVIARIOPMFOR52019
FRETE RODOVIARIO;PM FOR;08/05/2019;4000;FRETERODOVIARIOPMFOR52019FRANC4000;FRETERODOVIARIOPMFOR52019
ICMS DIFERENCA ALIQUOTA;PM FOR;08/05/2019;15,96000003;ICMSDIFERENCAALIQUOTAPMFOR52019SECRE159600000267;ICMSDIFERENCAALIQUOTAPMFOR52019
JUROS PASSIVOS;PM FOR;08/05/2019;0,079999896;JUROSPASSIVOSPMFOR52019SECRE00799998957;JUROSPASSIVOSPMFOR52019
MANUTENCAO DE MAQUINAS E EQUIPAMENTOS;COM FOR;02/05/2019;1711;MANUTENCAODEMAQUINASEEQUIPAMENTOSCOMFOR52019FORTT1711;MANUTENCAODEMAQUINASEEQUIPAMENTOSCOMFOR52019
MANUTENCAO CORRETIVA;CB FOR;02/05/2019;452,29;MANUTENCAOCORRETIVACBFOR52019IMPER45229;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;03/05/2019;64,8;MANUTENCAOCORRETIVACBFOR52019IMPER648;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;03/05/2019;27,14;MANUTENCAOCORRETIVACBFOR52019IMPER2714;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;02/05/2019;27,14;MANUTENCAOCORRETIVACBFOR52019IMPER2714;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;03/05/2019;36,59337;MANUTENCAOCORRETIVACBFOR52019IMPER3659337;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;03/05/2019;249,88;MANUTENCAOCORRETIVACBFOR52019IMPER24988;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;02/05/2019;564,2562;MANUTENCAOCORRETIVACBFOR52019GARDE5642562;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;02/05/2019;564,2562;MANUTENCAOCORRETIVACBFOR52019GARDE5642562;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;02/05/2019;564,2562;MANUTENCAOCORRETIVACBFOR52019GARDE5642562;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;CB FOR;02/05/2019;564,2562;MANUTENCAOCORRETIVACBFOR52019GARDE5642562;MANUTENCAOCORRETIVACBFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;45,9;MANUTENCAOCORRETIVACOMFOR52019IMPER459;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;27,14;MANUTENCAOCORRETIVACOMFOR52019IMPER2714;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;167,17;MANUTENCAOCORRETIVACOMFOR52019IMPER16717;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;96,3;MANUTENCAOCORRETIVACOMFOR52019IMPER963;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;1154,62;MANUTENCAOCORRETIVACOMFOR52019IMPER115462;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;09/05/2019;67,02;MANUTENCAOCORRETIVACOMFOR52019IMPER6702;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;06/05/2019;342,95;MANUTENCAOCORRETIVACOMFOR52019JOSE34295;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;03/05/2019;43,08;MANUTENCAOCORRETIVACOMFOR52019IMPER4308;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;03/05/2019;103,45;MANUTENCAOCORRETIVACOMFOR52019IMPER10345;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;603,16;MANUTENCAOCORRETIVACOMFOR52019IMPER60316;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;06/05/2019;216,6;MANUTENCAOCORRETIVACOMFOR52019JOSE2166;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;231,29973;MANUTENCAOCORRETIVACOMFOR52019IMPER23129973;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;COM FOR;02/05/2019;58;MANUTENCAOCORRETIVACOMFOR52019IMPER58;MANUTENCAOCORRETIVACOMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;30,16;MANUTENCAOCORRETIVAPMFOR52019IMPER3016;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;366,75;MANUTENCAOCORRETIVAPMFOR52019IMPER36675;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;230;MANUTENCAOCORRETIVAPMFOR52019AUTO230;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;4786,99;MANUTENCAOCORRETIVAPMFOR52019IMPER478699;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;150;MANUTENCAOCORRETIVAPMFOR52019CEARA150;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;164,71;MANUTENCAOCORRETIVAPMFOR52019IMPER16471;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;30,16;MANUTENCAOCORRETIVAPMFOR52019IMPER3016;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;73,08;MANUTENCAOCORRETIVAPMFOR52019IMPER7308;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;45;MANUTENCAOCORRETIVAPMFOR52019AUTO45;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;04/05/2019;228;MANUTENCAOCORRETIVAPMFOR52019IMPER228;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;04/05/2019;571,03;MANUTENCAOCORRETIVAPMFOR52019JOSE57103;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;06/05/2019;140,85;MANUTENCAOCORRETIVAPMFOR52019JOSE14085;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;12,5055;MANUTENCAOCORRETIVAPMFOR52019AUTO125055;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;12,5055;MANUTENCAOCORRETIVAPMFOR52019AUTO125055;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;76,74;MANUTENCAOCORRETIVAPMFOR52019IMPER7674;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;68,76;MANUTENCAOCORRETIVAPMFOR52019IMPER6876;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;408,04;MANUTENCAOCORRETIVAPMFOR52019IMPER40804;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;60,32;MANUTENCAOCORRETIVAPMFOR52019IMPER6032;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;73,96;MANUTENCAOCORRETIVAPMFOR52019IMPER7396;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;221,2;MANUTENCAOCORRETIVAPMFOR52019IMPER2212;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;06/05/2019;25,002;MANUTENCAOCORRETIVAPMFOR52019AUTO25002;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;49,57;MANUTENCAOCORRETIVAPMFOR52019IMPER4957;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;27,14;MANUTENCAOCORRETIVAPMFOR52019IMPER2714;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;30,16;MANUTENCAOCORRETIVAPMFOR52019IMPER3016;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;04/05/2019;381;MANUTENCAOCORRETIVAPMFOR52019IMPER381;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;09/05/2019;27,14;MANUTENCAOCORRETIVAPMFOR52019IMPER2714;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;12,5055;MANUTENCAOCORRETIVAPMFOR52019AUTO125055;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;12,5055;MANUTENCAOCORRETIVAPMFOR52019AUTO125055;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;08/05/2019;68;MANUTENCAOCORRETIVAPMFOR52019AUTO68;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;08/05/2019;68;MANUTENCAOCORRETIVAPMFOR52019AUTO68;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;08/05/2019;148,50405;MANUTENCAOCORRETIVAPMFOR52019IMPER14850405;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;99,09;MANUTENCAOCORRETIVAPMFOR52019IMPER9909;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;36,38;MANUTENCAOCORRETIVAPMFOR52019IMPER3638;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;04/05/2019;129,25;MANUTENCAOCORRETIVAPMFOR52019IMPER12925;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;09/05/2019;587,22;MANUTENCAOCORRETIVAPMFOR52019IMPER58722;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1173,25;MANUTENCAOCORRETIVAPMFOR52019GARDE117325;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1173,25;MANUTENCAOCORRETIVAPMFOR52019GARDE117325;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1173,25;MANUTENCAOCORRETIVAPMFOR52019GARDE117325;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1173,25;MANUTENCAOCORRETIVAPMFOR52019GARDE117325;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;06/05/2019;33,09;MANUTENCAOCORRETIVAPMFOR52019IMPER3309;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;09/05/2019;125,57;MANUTENCAOCORRETIVAPMFOR52019IMPER12557;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;86,17;MANUTENCAOCORRETIVAPMFOR52019IMPER8617;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;90;MANUTENCAOCORRETIVAPMFOR52019IMPER90;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;08/05/2019;226,79;MANUTENCAOCORRETIVAPMFOR52019JOSE22679;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;04/05/2019;272,86;MANUTENCAOCORRETIVAPMFOR52019IMPER27286;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;06/05/2019;43,08;MANUTENCAOCORRETIVAPMFOR52019IMPER4308;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;06/05/2019;363,05314;MANUTENCAOCORRETIVAPMFOR52019JOSE36305314;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;08/05/2019;68,93;MANUTENCAOCORRETIVAPMFOR52019IMPER6893;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;938,74;MANUTENCAOCORRETIVAPMFOR52019IMPER93874;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;04/05/2019;270,9;MANUTENCAOCORRETIVAPMFOR52019JOSE2709;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;08/05/2019;496,85;MANUTENCAOCORRETIVAPMFOR52019JOSE49685;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;96,08;MANUTENCAOCORRETIVAPMFOR52019IMPER9608;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;116,32;MANUTENCAOCORRETIVAPMFOR52019IMPER11632;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;109,14;MANUTENCAOCORRETIVAPMFOR52019IMPER10914;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;36,54;MANUTENCAOCORRETIVAPMFOR52019IMPER3654;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;32,85;MANUTENCAOCORRETIVAPMFOR52019IMPER3285;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;09/05/2019;47,87;MANUTENCAOCORRETIVAPMFOR52019IMPER4787;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;45,48;MANUTENCAOCORRETIVAPMFOR52019IMPER4548;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;03/05/2019;27,14;MANUTENCAOCORRETIVAPMFOR52019IMPER2714;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;30,16;MANUTENCAOCORRETIVAPMFOR52019IMPER3016;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;255,2828;MANUTENCAOCORRETIVAPMFOR52019GARDE2552828;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1028,8794;MANUTENCAOCORRETIVAPMFOR52019GARDE10288794;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1028,8794;MANUTENCAOCORRETIVAPMFOR52019GARDE10288794;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1028,8794;MANUTENCAOCORRETIVAPMFOR52019GARDE10288794;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;1028,8794;MANUTENCAOCORRETIVAPMFOR52019GARDE10288794;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;09/05/2019;122,63;MANUTENCAOCORRETIVAPMFOR52019IMPER12263;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;09/05/2019;122,64;MANUTENCAOCORRETIVAPMFOR52019IMPER12264;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;849,6;MANUTENCAOCORRETIVAPMFOR52019ISABE8496;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;27,14;MANUTENCAOCORRETIVAPMFOR52019IMPER2714;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;149,02;MANUTENCAOCORRETIVAPMFOR52019IMPER14902;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;200,7;MANUTENCAOCORRETIVAPMFOR52019IMPER2007;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;27,14;MANUTENCAOCORRETIVAPMFOR52019IMPER2714;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM FOR;02/05/2019;63,36;MANUTENCAOCORRETIVAPMFOR52019IMPER6336;MANUTENCAOCORRETIVAPMFOR52019
MANUTENCAO CORRETIVA;PM GRU;02/05/2019;699,9;MANUTENCAOCORRETIVAPMGRU52019IMPER6999;MANUTENCAOCORRETIVAPMGRU52019
MANUTENCAO CORRETIVA;PM GRU;02/05/2019;72,72;MANUTENCAOCORRETIVAPMGRU52019IMPER7272;MANUTENCAOCORRETIVAPMGRU52019
MANUTENCAO CORRETIVA;PM NAT;04/05/2019;473,2;MANUTENCAOCORRETIVAPMNAT52019JOSE4732;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;03/05/2019;57,6;MANUTENCAOCORRETIVAPMNAT52019IMPER576;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;07/05/2019;32,428977;MANUTENCAOCORRETIVAPMNAT52019IMPER32428977;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;09/05/2019;990,91;MANUTENCAOCORRETIVAPMNAT52019IMPER99091;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;07/05/2019;51,7;MANUTENCAOCORRETIVAPMNAT52019IMPER517;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;02/05/2019;66,67;MANUTENCAOCORRETIVAPMNAT52019IMPER6667;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;02/05/2019;466,27;MANUTENCAOCORRETIVAPMNAT52019IMPER46627;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;03/05/2019;34,47;MANUTENCAOCORRETIVAPMNAT52019IMPER3447;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO CORRETIVA;PM NAT;02/05/2019;206,8;MANUTENCAOCORRETIVAPMNAT52019IMPER2068;MANUTENCAOCORRETIVAPMNAT52019
MANUTENCAO PNEUS;PM FOR;08/05/2019;877,5;MANUTENCAOPNEUSPMFOR52019RRCO8775;MANUTENCAOPNEUSPMFOR52019
MANUTENCAO PNEUS;PM FOR;08/05/2019;877,5;MANUTENCAOPNEUSPMFOR52019RRCO8775;MANUTENCAOPNEUSPMFOR52019
MANUTENCAO PNEUS;PM FOR;08/05/2019;877,5;MANUTENCAOPNEUSPMFOR52019RRCO8775;MANUTENCAOPNEUSPMFOR52019
MANUTENCAO PNEUS;PM FOR;08/05/2019;877,5;MANUTENCAOPNEUSPMFOR52019RRCO8775;MANUTENCAOPNEUSPMFOR52019
MANUTENCAO PNEUS;PM FOR;03/05/2019;109;MANUTENCAOPNEUSPMFOR52019RENOV109;MANUTENCAOPNEUSPMFOR52019
MANUTENCAO PREVENTIVA;CB FOR;02/05/2019;68,7438;MANUTENCAOPREVENTIVACBFOR52019GARDE687438;MANUTENCAOPREVENTIVACBFOR52019
MANUTENCAO PREVENTIVA;CB FOR;02/05/2019;68,7438;MANUTENCAOPREVENTIVACBFOR52019GARDE687438;MANUTENCAOPREVENTIVACBFOR52019
MANUTENCAO PREVENTIVA;CB FOR;02/05/2019;68,7438;MANUTENCAOPREVENTIVACBFOR52019GARDE687438;MANUTENCAOPREVENTIVACBFOR52019
MANUTENCAO PREVENTIVA;CB FOR;02/05/2019;68,7438;MANUTENCAOPREVENTIVACBFOR52019GARDE687438;MANUTENCAOPREVENTIVACBFOR52019
MANUTENCAO PREVENTIVA;COM FOR;03/05/2019;35;MANUTENCAOPREVENTIVACOMFOR52019AUTO35;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;04/05/2019;400;MANUTENCAOPREVENTIVACOMFOR52019AUTO400;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;04/05/2019;400;MANUTENCAOPREVENTIVACOMFOR52019AUTO400;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;03/05/2019;1496;MANUTENCAOPREVENTIVACOMFOR52019RTC1496;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;03/05/2019;35;MANUTENCAOPREVENTIVACOMFOR52019AUTO35;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;02/05/2019;875;MANUTENCAOPREVENTIVACOMFOR52019AUTO875;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;08/05/2019;228,992;MANUTENCAOPREVENTIVACOMFOR52019AUTO228992;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;08/05/2019;91,008;MANUTENCAOPREVENTIVACOMFOR52019AUTO91008;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;06/05/2019;250,1;MANUTENCAOPREVENTIVACOMFOR52019WAD2501;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;02/05/2019;645,0325;MANUTENCAOPREVENTIVACOMFOR52019AUTO6450325;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;02/05/2019;129,9675;MANUTENCAOPREVENTIVACOMFOR52019AUTO1299675;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;08/05/2019;145,002;MANUTENCAOPREVENTIVACOMFOR52019AUTO145002;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;COM FOR;08/05/2019;19,998;MANUTENCAOPREVENTIVACOMFOR52019AUTO19998;MANUTENCAOPREVENTIVACOMFOR52019
MANUTENCAO PREVENTIVA;TRANSF NE;09/05/2019;445,5;MANUTENCAOPREVENTIVATRANSFNE52019CEARA4455;MANUTENCAOPREVENTIVATRANSFNE52019
MANUTENCAO PREVENTIVA;TRANSF NE;09/05/2019;495;MANUTENCAOPREVENTIVATRANSFNE52019CEARA495;MANUTENCAOPREVENTIVATRANSFNE52019
MANUTENCAO PREVENTIVA;TRANSF NE;09/05/2019;625,28;MANUTENCAOPREVENTIVATRANSFNE52019CEARA62528;MANUTENCAOPREVENTIVATRANSFNE52019
MANUTENCAO PREVENTIVA;TRANSF NE;09/05/2019;625,27;MANUTENCAOPREVENTIVATRANSFNE52019CEARA62527;MANUTENCAOPREVENTIVATRANSFNE52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;520,279228;MANUTENCAOPREVENTIVAPMFOR52019CEQUI520279228;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;1040,577454;MANUTENCAOPREVENTIVAPMFOR52019CEQUI1040577454;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;27,440772;MANUTENCAOPREVENTIVAPMFOR52019CEQUI27440772;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;54,882546;MANUTENCAOPREVENTIVAPMFOR52019CEQUI54882546;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;02/05/2019;483,7445;MANUTENCAOPREVENTIVAPMFOR52019AUTO4837445;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;02/05/2019;483,7445;MANUTENCAOPREVENTIVAPMFOR52019AUTO4837445;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;09/05/2019;180,83;MANUTENCAOPREVENTIVAPMFOR52019CEQUI18083;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;08/05/2019;725,01;MANUTENCAOPREVENTIVAPMFOR52019AUTO72501;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;08/05/2019;119,99;MANUTENCAOPREVENTIVAPMFOR52019AUTO11999;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;13/05/2019;774;MANUTENCAOPREVENTIVAPMFOR52019VDD774;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;02/05/2019;483,7445;MANUTENCAOPREVENTIVAPMFOR52019AUTO4837445;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;02/05/2019;483,7445;MANUTENCAOPREVENTIVAPMFOR52019AUTO4837445;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;08/05/2019;160;MANUTENCAOPREVENTIVAPMFOR52019RRTR160;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;07/05/2019;1500;MANUTENCAOPREVENTIVAPMFOR52019IPEQ1500;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;09/05/2019;227,69;MANUTENCAOPREVENTIVAPMFOR52019CEQUI22769;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;397,71847;MANUTENCAOPREVENTIVAPMFOR52019CEQUI39771847;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;397,69976;MANUTENCAOPREVENTIVAPMFOR52019CEQUI39769976;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;397,69976;MANUTENCAOPREVENTIVAPMFOR52019CEQUI39769976;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;27,42153;MANUTENCAOPREVENTIVAPMFOR52019CEQUI2742153;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;27,42024;MANUTENCAOPREVENTIVAPMFOR52019CEQUI2742024;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;06/05/2019;27,42024;MANUTENCAOPREVENTIVAPMFOR52019CEQUI2742024;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;08/05/2019;552,475;MANUTENCAOPREVENTIVAPMFOR52019AUTO552475;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;08/05/2019;552,475;MANUTENCAOPREVENTIVAPMFOR52019AUTO552475;MANUTENCAOPREVENTIVAPMFOR52019
MANUTENCAO PREVENTIVA;PM FOR;08/05/2019;60,025;MANUTENCAOPREVENTIVAPMFOR52019AUTO60025;MANUTENCAOPREVENTIVAPMFOR52019
